run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-11 11:30:00,BULLISH,1.07679,1.07635,,,4.40000,LOSS,-1.00000,2023-12-11 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-11 22:00:00,BULLISH,1.07616,1.07586,,,3.00000,WIN,2.67000,2023-12-12 01:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-13 08:45:00,BEARISH,1.07912,1.07928,,,1.60000,WIN,6.94000,2023-12-13 10:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-13 14:30:00,BULLISH,1.07890,1.07825,,,6.50000,LOSS,-1.00000,2023-12-13 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-13 14:45:00,BULLISH,1.07860,1.07825,,,3.50000,LOSS,-1.00000,2023-12-13 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-13 16:15:00,BULLISH,1.07896,1.07856,,,4.00000,LOSS,-1.00000,2023-12-13 17:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-13 21:00:00,BEARISH,1.08819,1.08839,,,2.00000,LOSS,-1.00000,2023-12-13 23:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-14 06:30:00,BULLISH,1.08984,1.08971,,,1.30000,LOSS,-1.00000,2023-12-14 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-14 08:00:00,BULLISH,1.08856,1.08800,,,5.60000,WIN,3.98000,2023-12-14 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-15 05:30:00,BULLISH,1.09910,1.09932,,,2.20000,LOSS,-1.00000,2023-12-15 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-15 08:00:00,BEARISH,1.09935,1.09992,,,5.70000,WIN,2.26000,2023-12-15 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-18 15:00:00,BULLISH,1.09193,1.09153,,,4.00000,LOSS,-1.00000,2023-12-18 15:30:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-18 20:45:00,BEARISH,1.09178,1.09190,,,1.20000,LOSS,-1.00000,2023-12-18 21:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-18 22:45:00,BEARISH,1.09199,1.09232,,,3.30000,LOSS,-1.00000,2023-12-18 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-19 01:45:00,BULLISH,1.09193,1.09175,,,1.80000,LOSS,-1.00000,2023-12-19 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-19 05:45:00,BEARISH,1.09239,1.09283,,,4.40000,LOSS,-1.00000,2023-12-19 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 08:30:00,BULLISH,1.09596,1.09581,,,1.50000,LOSS,-1.00000,2023-12-20 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 14:00:00,BEARISH,1.09592,1.09678,,,8.60000,LOSS,-1.00000,2023-12-20 14:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 14:15:00,BEARISH,1.09628,1.09678,,,5.00000,LOSS,-1.00000,2023-12-20 14:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 15:00:00,BEARISH,1.09613,1.09721,,,10.80000,LOSS,-1.00000,2023-12-20 15:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 15:30:00,BEARISH,1.09625,1.09748,,,12.30000,LOSS,-1.00000,2023-12-20 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-20 19:30:00,BULLISH,1.09541,1.09562,,,2.10000,LOSS,-1.00000,2023-12-20 19:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-21 06:15:00,BULLISH,1.09469,1.09441,,,2.80000,LOSS,-1.00000,2023-12-21 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-21 07:00:00,BULLISH,1.09445,1.09424,,,2.10000,LOSS,-1.00000,2023-12-21 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-21 08:00:00,BEARISH,1.09514,1.09539,,,2.50000,LOSS,-1.00000,2023-12-21 08:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-21 10:00:00,BULLISH,1.09412,1.09398,,,1.40000,WIN,9.71000,2023-12-21 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-22 20:30:00,BULLISH,1.10089,1.10077,,,1.20000,LOSS,-1.00000,2023-12-25 00:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-25 07:15:00,BULLISH,1.10012,1.09974,,,3.80000,WIN,2.45000,2023-12-25 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-25 22:15:00,BEARISH,1.10118,1.10182,,,6.40000,LOSS,-1.00000,2023-12-25 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-26 01:00:00,BEARISH,1.10202,1.10227,,,2.50000,LOSS,-1.00000,2023-12-26 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-26 07:15:00,BULLISH,1.10223,1.10210,,,1.30000,LOSS,-1.00000,2023-12-26 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-26 11:15:00,BULLISH,1.10129,1.10109,,,2.00000,LOSS,-1.00000,2023-12-26 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-27 02:30:00,BEARISH,1.10327,1.10348,,,2.10000,LOSS,-1.00000,2023-12-27 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-27 09:00:00,BEARISH,1.10475,1.10518,,,4.30000,LOSS,-1.00000,2023-12-27 09:30:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-28 12:15:00,BULLISH,1.11144,1.11112,,,3.20000,LOSS,-1.00000,2023-12-28 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-28 15:30:00,BEARISH,1.11069,1.11133,,,6.40000,WIN,5.42000,2023-12-28 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-28 15:45:00,BEARISH,1.11103,1.11133,,,3.00000,WIN,12.70000,2023-12-28 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-28 19:30:00,BULLISH,1.10595,1.10577,,,1.80000,LOSS,-1.00000,2023-12-29 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-29 03:45:00,BULLISH,1.10678,1.10637,,,4.10000,LOSS,-1.00000,2023-12-29 04:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-29 04:30:00,BULLISH,1.10666,1.10637,,,2.90000,LOSS,-1.00000,2023-12-29 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2023-12-29 15:30:00,BEARISH,1.10751,1.10784,,,3.30000,WIN,8.64000,2023-12-29 15:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-01 22:30:00,BULLISH,1.10435,1.10420,,,1.50000,LOSS,-1.00000,2024-01-01 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-02 07:00:00,BULLISH,1.10303,1.10245,,,5.80000,LOSS,-1.00000,2024-01-02 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-03 12:45:00,BULLISH,1.09212,1.09145,,,6.70000,LOSS,-1.00000,2024-01-03 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-03 17:00:00,BULLISH,1.09083,1.09036,,,4.70000,LOSS,-1.00000,2024-01-03 17:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-04 17:30:00,BULLISH,1.09469,1.09418,,,5.10000,LOSS,-1.00000,2024-01-05 03:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-04 21:00:00,BEARISH,1.09480,1.09500,,,2.00000,WIN,2.45000,2024-01-04 22:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-05 11:15:00,BULLISH,1.09152,1.09099,,,5.30000,LOSS,-1.00000,2024-01-05 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-08 01:45:00,BEARISH,1.09474,1.09530,,,5.60000,WIN,2.18000,2024-01-08 03:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-08 11:15:00,BEARISH,1.09439,1.09506,,,6.70000,LOSS,-1.00000,2024-01-08 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-08 11:30:00,BEARISH,1.09432,1.09506,,,7.40000,LOSS,-1.00000,2024-01-08 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 04:15:00,BULLISH,1.09549,1.09534,,,1.50000,LOSS,-1.00000,2024-01-09 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 07:00:00,BULLISH,1.09503,1.09461,,,4.20000,LOSS,-1.00000,2024-01-09 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 09:00:00,BULLISH,1.09440,1.09379,,,6.10000,LOSS,-1.00000,2024-01-09 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 18:00:00,BEARISH,1.09387,1.09400,,,1.30000,LOSS,-1.00000,2024-01-10 07:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 19:45:00,BEARISH,1.09235,1.09286,,,5.10000,LOSS,-1.00000,2024-01-09 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-09 22:00:00,BEARISH,1.09280,1.09314,,,3.40000,LOSS,-1.00000,2024-01-09 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-10 08:00:00,BULLISH,1.09294,1.09228,,,6.60000,WIN,2.41000,2024-01-10 09:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-10 12:00:00,BEARISH,1.09481,1.09504,,,2.30000,LOSS,-1.00000,2024-01-10 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-12 01:00:00,BULLISH,1.09736,1.09725,,,1.10000,WIN,10.00000,2024-01-12 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-12 03:45:00,BULLISH,1.09780,1.09770,,,1.00000,LOSS,-1.00000,2024-01-12 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-12 09:00:00,BEARISH,1.09736,1.09798,,,6.20000,WIN,2.06000,2024-01-12 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-15 11:45:00,BULLISH,1.09424,1.09414,,,1.00000,LOSS,-1.00000,2024-01-15 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-15 13:00:00,BULLISH,1.09471,1.09443,,,2.80000,LOSS,-1.00000,2024-01-15 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-16 02:00:00,BULLISH,1.09230,1.09219,,,1.10000,LOSS,-1.00000,2024-01-16 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-16 08:00:00,BULLISH,1.09135,1.09104,,,3.10000,LOSS,-1.00000,2024-01-16 08:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-17 12:00:00,BEARISH,1.08761,1.08831,,,7.00000,WIN,2.50000,2024-01-17 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-17 17:45:00,BEARISH,1.08630,1.08700,,,7.00000,LOSS,-1.00000,2024-01-17 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-18 16:30:00,BEARISH,1.08659,1.08701,,,4.20000,LOSS,-1.00000,2024-01-18 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-18 19:00:00,BEARISH,1.08634,1.08681,,,4.70000,LOSS,-1.00000,2024-01-18 19:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-18 21:30:00,BEARISH,1.08746,1.08773,,,2.70000,LOSS,-1.00000,2024-01-18 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-18 23:45:00,BEARISH,1.08779,1.08804,,,2.50000,LOSS,-1.00000,2024-01-19 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-19 02:45:00,BEARISH,1.08881,1.08896,,,1.50000,LOSS,-1.00000,2024-01-19 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-19 04:00:00,BEARISH,1.08875,1.08894,,,1.90000,LOSS,-1.00000,2024-01-19 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-19 08:30:00,BULLISH,1.08718,1.08681,,,3.70000,WIN,3.89000,2024-01-19 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-19 16:00:00,BEARISH,1.08852,1.08873,,,2.10000,LOSS,-1.00000,2024-01-19 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-19 19:30:00,BULLISH,1.08903,1.08880,,,2.30000,WIN,2.61000,2024-01-19 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-22 13:45:00,BEARISH,1.08920,1.08952,,,3.20000,LOSS,-1.00000,2024-01-22 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-23 22:00:00,BULLISH,1.08501,1.08446,,,5.50000,WIN,4.67000,2024-01-24 07:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-25 12:15:00,BULLISH,1.08903,1.08860,,,4.30000,LOSS,-1.00000,2024-01-25 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-25 12:30:00,BEARISH,1.08921,1.08949,,,2.80000,LOSS,-1.00000,2024-01-25 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-26 16:15:00,BULLISH,1.08662,1.08589,,,7.30000,LOSS,-1.00000,2024-01-26 18:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-26 18:45:00,BULLISH,1.08571,1.08537,,,3.40000,LOSS,-1.00000,2024-01-26 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-29 02:15:00,BULLISH,1.08409,1.08393,,,1.60000,LOSS,-1.00000,2024-01-29 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-29 08:00:00,BULLISH,1.08357,1.08331,,,2.60000,LOSS,-1.00000,2024-01-29 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-29 11:15:00,BULLISH,1.08184,1.08163,,,2.10000,LOSS,-1.00000,2024-01-29 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-30 09:00:00,BULLISH,1.08194,1.08177,,,1.70000,WIN,7.47000,2024-01-30 10:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-01-31 00:15:00,BEARISH,1.08456,1.08481,,,2.50000,WIN,2.28000,2024-01-31 01:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-02 03:30:00,BULLISH,1.08747,1.08734,,,1.30000,LOSS,-1.00000,2024-02-02 04:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-05 21:15:00,BULLISH,1.07404,1.07393,,,1.10000,LOSS,-1.00000,2024-02-05 22:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-06 12:45:00,BULLISH,1.07346,1.07225,,,12.10000,WIN,2.29000,2024-02-07 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-06 13:00:00,BEARISH,1.07385,1.07440,,,5.50000,LOSS,-1.00000,2024-02-06 15:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-06 15:30:00,BEARISH,1.07450,1.07483,,,3.30000,LOSS,-1.00000,2024-02-06 16:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-06 16:30:00,BEARISH,1.07506,1.07533,,,2.70000,LOSS,-1.00000,2024-02-06 17:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-06 18:15:00,BULLISH,1.07448,1.07435,,,1.30000,WIN,8.31000,2024-02-06 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 08:15:00,BULLISH,1.07629,1.07604,,,2.50000,LOSS,-1.00000,2024-02-07 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 09:00:00,BULLISH,1.07605,1.07578,,,2.70000,WIN,4.78000,2024-02-07 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 09:15:00,BULLISH,1.07614,1.07578,,,3.60000,WIN,3.33000,2024-02-07 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 11:00:00,BULLISH,1.07636,1.07622,,,1.40000,WIN,5.21000,2024-02-07 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 13:45:00,BULLISH,1.07706,1.07668,,,3.80000,LOSS,-1.00000,2024-02-07 14:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-07 14:00:00,BEARISH,1.07737,1.07780,,,4.30000,LOSS,-1.00000,2024-02-07 15:30:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-08 06:15:00,BULLISH,1.07828,1.07811,,,1.70000,WIN,3.24000,2024-02-08 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-08 07:45:00,BULLISH,1.07796,1.07767,,,2.90000,LOSS,-1.00000,2024-02-08 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-08 15:15:00,BULLISH,1.07550,1.07513,,,3.70000,WIN,8.24000,2024-02-09 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-08 22:15:00,BULLISH,1.07759,1.07740,,,1.90000,LOSS,-1.00000,2024-02-08 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-09 01:15:00,BEARISH,1.07767,1.07786,,,1.90000,WIN,2.37000,2024-02-09 03:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-09 12:00:00,BEARISH,1.07754,1.07765,,,1.10000,LOSS,-1.00000,2024-02-09 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-09 12:15:00,BEARISH,1.07746,1.07765,,,1.90000,LOSS,-1.00000,2024-02-09 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-09 13:00:00,BEARISH,1.07711,1.07737,,,2.60000,LOSS,-1.00000,2024-02-09 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-09 14:15:00,BULLISH,1.07778,1.07749,,,2.90000,WIN,5.97000,2024-02-12 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-12 13:00:00,BEARISH,1.07706,1.07736,,,3.00000,WIN,2.53000,2024-02-12 13:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-12 22:30:00,BEARISH,1.07734,1.07751,,,1.70000,WIN,2.18000,2024-02-13 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-13 07:30:00,BULLISH,1.07689,1.07657,,,3.20000,LOSS,-1.00000,2024-02-13 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-13 15:00:00,BULLISH,1.07085,1.07060,,,2.50000,LOSS,-1.00000,2024-02-13 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-14 12:30:00,BULLISH,1.07023,1.07010,,,1.30000,WIN,12.54000,2024-02-14 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-14 18:30:00,BEARISH,1.07300,1.07317,,,1.70000,LOSS,-1.00000,2024-02-14 23:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-15 09:45:00,BULLISH,1.07340,1.07311,,,2.90000,LOSS,-1.00000,2024-02-15 10:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-16 09:00:00,BEARISH,1.07706,1.07717,,,1.10000,LOSS,-1.00000,2024-02-16 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2024-02-16 16:15:00,BEARISH,1.07733,1.07753,,,2.00000,LOSS,-1.00000,2024-02-16 17:45:00,,,MEDIUM,,,,,,,,,,,,,
